STCN;Biografisch Portaal;Note
http://stcn.data2semantics.org/resource/auteur/070376611;http://www.biografischportaal.nl/persoon/87116591;Match for year 1736
http://stcn.data2semantics.org/resource/auteur/070380384;http://www.biografischportaal.nl/persoon/70399107;Match for year 1656
http://stcn.data2semantics.org/resource/auteur/070381631;http://www.biografischportaal.nl/persoon/18661441;Match for year 1763
http://stcn.data2semantics.org/resource/auteur/070381771;http://www.biografischportaal.nl/persoon/10186012;Match for year 1747
http://stcn.data2semantics.org/resource/auteur/070381933;http://www.biografischportaal.nl/persoon/63121981;Match for year 1748
http://stcn.data2semantics.org/resource/auteur/070383200;http://www.biografischportaal.nl/persoon/10136063;Match for year 1736
http://stcn.data2semantics.org/resource/auteur/070386080;http://www.biografischportaal.nl/persoon/38879010;Match for year 1763
http://stcn.data2semantics.org/resource/auteur/070386161;http://www.biografischportaal.nl/persoon/20553997;Match for year 1771
http://stcn.data2semantics.org/resource/auteur/07038617X;http://www.biografischportaal.nl/persoon/70911154;Match for year 1766
http://stcn.data2semantics.org/resource/auteur/07038620X;http://www.biografischportaal.nl/persoon/25303019;Match for year 1761
http://stcn.data2semantics.org/resource/auteur/070386323;http://www.biografischportaal.nl/persoon/85119862;Match for year 1757
http://stcn.data2semantics.org/resource/auteur/07038634X;http://www.biografischportaal.nl/persoon/54643912;Match for year 1726
http://stcn.data2semantics.org/resource/auteur/07038648X;http://www.biografischportaal.nl/persoon/43377126;Match for year 1750
http://stcn.data2semantics.org/resource/auteur/070387222;http://www.biografischportaal.nl/persoon/49095420;Match for year 1746
http://stcn.data2semantics.org/resource/auteur/070389187;http://www.biografischportaal.nl/persoon/03032663;Match for year 1726
http://stcn.data2semantics.org/resource/auteur/070390320;http://www.biografischportaal.nl/persoon/99774430;Match for year 1746
http://stcn.data2semantics.org/resource/auteur/070400067;http://www.biografischportaal.nl/persoon/25279890;Match for year 1732
http://stcn.data2semantics.org/resource/auteur/070400288;http://www.biografischportaal.nl/persoon/10344677;Match for year 1751
http://stcn.data2semantics.org/resource/auteur/070400342;http://www.biografischportaal.nl/persoon/63764184;Match for year 1759
http://stcn.data2semantics.org/resource/auteur/070400733;http://www.biografischportaal.nl/persoon/88619826;Match for year 1738
http://stcn.data2semantics.org/resource/auteur/070400857;http://www.biografischportaal.nl/persoon/80329244;Match for year 1752
http://stcn.data2semantics.org/resource/auteur/070400873;http://www.biografischportaal.nl/persoon/90614187;Match for year 1766
http://stcn.data2semantics.org/resource/auteur/070401101;http://www.biografischportaal.nl/persoon/12877074;Match for year 1500
http://stcn.data2semantics.org/resource/auteur/070404933;http://www.biografischportaal.nl/persoon/72449675;Match for year 1686
http://stcn.data2semantics.org/resource/auteur/07040514X;http://www.biografischportaal.nl/persoon/51788338;Match for year 1724
http://stcn.data2semantics.org/resource/auteur/070405174;http://www.biografischportaal.nl/persoon/93735450;Match for year 1794
http://stcn.data2semantics.org/resource/auteur/070406812;http://www.biografischportaal.nl/persoon/75391547;Match for year 1570
http://stcn.data2semantics.org/resource/auteur/070409269;http://www.biografischportaal.nl/persoon/09618638;Match for year 1599
http://stcn.data2semantics.org/resource/auteur/070412278;http://www.biografischportaal.nl/persoon/70201988;Match for year 1773
http://stcn.data2semantics.org/resource/auteur/070412723;http://www.biografischportaal.nl/persoon/92384187;Match for year 1681
http://stcn.data2semantics.org/resource/auteur/070418071;http://www.biografischportaal.nl/persoon/71245057;Match for year 1653
http://stcn.data2semantics.org/resource/auteur/070418144;http://www.biografischportaal.nl/persoon/42175466;Match for year 1700
http://stcn.data2semantics.org/resource/auteur/070421633;http://www.biografischportaal.nl/persoon/33678756;Match for year 1818
http://stcn.data2semantics.org/resource/auteur/070426422;http://www.biografischportaal.nl/persoon/00901851;Match for year 1752
http://stcn.data2semantics.org/resource/auteur/070426503;http://www.biografischportaal.nl/persoon/54799699;Match for year 1734
http://stcn.data2semantics.org/resource/auteur/070426570;http://www.biografischportaal.nl/persoon/31553602;Match for year 1751
http://stcn.data2semantics.org/resource/auteur/070428832;http://www.biografischportaal.nl/persoon/52864611;Match for year 1756
http://stcn.data2semantics.org/resource/auteur/070431396;http://www.biografischportaal.nl/persoon/83282377;Match for year 1688
http://stcn.data2semantics.org/resource/auteur/070435553;http://www.biografischportaal.nl/persoon/46531013;Match for year 1763
http://stcn.data2semantics.org/resource/auteur/070438072;http://www.biografischportaal.nl/persoon/79456474;Match for year 1729
http://stcn.data2semantics.org/resource/auteur/070438099;http://www.biografischportaal.nl/persoon/02486707;Match for year 1812
http://stcn.data2semantics.org/resource/auteur/070438129;http://www.biografischportaal.nl/persoon/35471443;Match for year 1747
http://stcn.data2semantics.org/resource/auteur/070440425;http://www.biografischportaal.nl/persoon/19841766;Match for year 1753
http://stcn.data2semantics.org/resource/auteur/070440611;http://www.biografischportaal.nl/persoon/20764754;Match for year 1596
http://stcn.data2semantics.org/resource/auteur/070441413;http://www.biografischportaal.nl/persoon/48440223;Match for year 1604
http://stcn.data2semantics.org/resource/auteur/070441812;http://www.biografischportaal.nl/persoon/32195283;Match for year 1812
http://stcn.data2semantics.org/resource/auteur/070448965;http://www.biografischportaal.nl/persoon/69211962;Match for year 1592
http://stcn.data2semantics.org/resource/auteur/07044935X;http://www.biografischportaal.nl/persoon/30358464;Match for year 1592
http://stcn.data2semantics.org/resource/auteur/070449406;http://www.biografischportaal.nl/persoon/76227332;Match for year 1605
http://stcn.data2semantics.org/resource/auteur/070449872;http://www.biografischportaal.nl/persoon/45366817;Match for year 1508
http://stcn.data2semantics.org/resource/auteur/070450781;http://www.biografischportaal.nl/persoon/50978197;Match for year 1631
http://stcn.data2semantics.org/resource/auteur/070450811;http://www.biografischportaal.nl/persoon/16251725;Match for year 1649
http://stcn.data2semantics.org/resource/auteur/070455686;http://www.biografischportaal.nl/persoon/27700176;Match for year 1681
http://stcn.data2semantics.org/resource/auteur/070455805;http://www.biografischportaal.nl/persoon/90838701;Match for year 1729
http://stcn.data2semantics.org/resource/auteur/070456356;http://www.biografischportaal.nl/persoon/25237984;Match for year 1711
http://stcn.data2semantics.org/resource/auteur/070456402;http://www.biografischportaal.nl/persoon/51918469;Match for year 1697
http://stcn.data2semantics.org/resource/auteur/070457115;http://www.biografischportaal.nl/persoon/63110551;Match for year 1698
http://stcn.data2semantics.org/resource/auteur/070459274;http://www.biografischportaal.nl/persoon/26326289;Match for year 1684
http://stcn.data2semantics.org/resource/auteur/070459339;http://www.biografischportaal.nl/persoon/25844153;Match for year 1696
http://stcn.data2semantics.org/resource/auteur/070459452;http://www.biografischportaal.nl/persoon/00968407;Match for year 1693
http://stcn.data2semantics.org/resource/auteur/070464391;http://www.biografischportaal.nl/persoon/62772693;Match for year 1752
http://stcn.data2semantics.org/resource/auteur/070466181;http://www.biografischportaal.nl/persoon/21243502;Match for year 1662
http://stcn.data2semantics.org/resource/auteur/070466556;http://www.biografischportaal.nl/persoon/03231431;Match for year 1688
http://stcn.data2semantics.org/resource/auteur/070467013;http://www.biografischportaal.nl/persoon/91347080;Match for year 1674
http://stcn.data2semantics.org/resource/auteur/070467684;http://www.biografischportaal.nl/persoon/91952704;Match for year 1828
http://stcn.data2semantics.org/resource/auteur/07047222X;http://www.biografischportaal.nl/persoon/53707734;Match for year 1769
http://stcn.data2semantics.org/resource/auteur/070482780;http://www.biografischportaal.nl/persoon/26632643;Match for year 1691
http://stcn.data2semantics.org/resource/auteur/070483566;http://www.biografischportaal.nl/persoon/37493669;Match for year 1653
http://stcn.data2semantics.org/resource/auteur/07048385X;http://www.biografischportaal.nl/persoon/88325349;Match for year 1595
http://stcn.data2semantics.org/resource/auteur/070484066;http://www.biografischportaal.nl/persoon/62417669;Match for year 1618
http://stcn.data2semantics.org/resource/auteur/070489688;http://www.biografischportaal.nl/persoon/87719472;Match for year 1623
http://stcn.data2semantics.org/resource/auteur/07048970X;http://www.biografischportaal.nl/persoon/44818059;Match for year 1677
http://stcn.data2semantics.org/resource/auteur/070492808;http://www.biografischportaal.nl/persoon/26344150;Match for year 1599
http://stcn.data2semantics.org/resource/auteur/070492859;http://www.biografischportaal.nl/persoon/74035773;Match for year 1585
http://stcn.data2semantics.org/resource/auteur/070492883;http://www.biografischportaal.nl/persoon/48468609;Match for year 1599
http://stcn.data2semantics.org/resource/auteur/070497494;http://www.biografischportaal.nl/persoon/37515609;Match for year 1590
http://stcn.data2semantics.org/resource/auteur/070500797;http://www.biografischportaal.nl/persoon/91612039;Match for year 1511
http://stcn.data2semantics.org/resource/auteur/07050427X;http://www.biografischportaal.nl/persoon/32103518;Match for year 1728
http://stcn.data2semantics.org/resource/auteur/070504296;http://www.biografischportaal.nl/persoon/14090145;Match for year 1702
http://stcn.data2semantics.org/resource/auteur/070504342;http://www.biografischportaal.nl/persoon/35215173;Match for year 1680
http://stcn.data2semantics.org/resource/auteur/070504369;http://www.biografischportaal.nl/persoon/93101190;Match for year 1739
http://stcn.data2semantics.org/resource/auteur/070514690;http://www.biografischportaal.nl/persoon/10597215;Match for year 1739
http://stcn.data2semantics.org/resource/auteur/070515697;http://www.biografischportaal.nl/persoon/30862672;Match for year 1727
http://stcn.data2semantics.org/resource/auteur/070516472;http://www.biografischportaal.nl/persoon/58288043;Match for year 1640
http://stcn.data2semantics.org/resource/auteur/070518491;http://www.biografischportaal.nl/persoon/67134151;Match for year 1700
http://stcn.data2semantics.org/resource/auteur/070521719;http://www.biografischportaal.nl/persoon/85941967;Match for year 1738
http://stcn.data2semantics.org/resource/auteur/070521808;http://www.biografischportaal.nl/persoon/44644115;Match for year 1763
http://stcn.data2semantics.org/resource/auteur/070525358;http://www.biografischportaal.nl/persoon/75431673;Match for year 1619
http://stcn.data2semantics.org/resource/auteur/070528535;http://www.biografischportaal.nl/persoon/03841883;Match for year 1627
http://stcn.data2semantics.org/resource/auteur/070531870;http://www.biografischportaal.nl/persoon/87401331;Match for year 1632
http://stcn.data2semantics.org/resource/auteur/070536767;http://www.biografischportaal.nl/persoon/16302250;Match for year 1773
http://stcn.data2semantics.org/resource/auteur/07054283X;http://www.biografischportaal.nl/persoon/48233944;Match for year 1640
http://stcn.data2semantics.org/resource/auteur/070543119;http://www.biografischportaal.nl/persoon/05624827;Match for year 1581
http://stcn.data2semantics.org/resource/auteur/070543771;http://www.biografischportaal.nl/persoon/46362423;Match for year 1640
http://stcn.data2semantics.org/resource/auteur/070547203;http://www.biografischportaal.nl/persoon/14310942;Match for year 1652
http://stcn.data2semantics.org/resource/auteur/070548447;http://www.biografischportaal.nl/persoon/87459606;Match for year 1764
http://stcn.data2semantics.org/resource/auteur/070550174;http://www.biografischportaal.nl/persoon/32681725;Match for year 1669
http://stcn.data2semantics.org/resource/auteur/070550611;http://www.biografischportaal.nl/persoon/54883616;Match for year 1585
http://stcn.data2semantics.org/resource/auteur/07055112X;http://www.biografischportaal.nl/persoon/28747605;Match for year 1586
http://stcn.data2semantics.org/resource/auteur/07055224X;http://www.biografischportaal.nl/persoon/85841908;Match for year 1661
http://stcn.data2semantics.org/resource/auteur/070554358;http://www.biografischportaal.nl/persoon/81813496;Match for year 1634
http://stcn.data2semantics.org/resource/auteur/070564280;http://www.biografischportaal.nl/persoon/43682103;Match for year 1674
http://stcn.data2semantics.org/resource/auteur/070564280;http://www.biografischportaal.nl/persoon/68678819;Match for year 1674
http://stcn.data2semantics.org/resource/auteur/070574219;http://www.biografischportaal.nl/persoon/16873497;Match for year 1712
http://stcn.data2semantics.org/resource/auteur/070574901;http://www.biografischportaal.nl/persoon/47142365;Match for year 1536
http://stcn.data2semantics.org/resource/auteur/070574928;http://www.biografischportaal.nl/persoon/14943368;Match for year 1631
http://stcn.data2semantics.org/resource/auteur/070575169;http://www.biografischportaal.nl/persoon/09047627;Match for year 1619
http://stcn.data2semantics.org/resource/auteur/070575436;http://www.biografischportaal.nl/persoon/45110348;Match for year 1624
http://stcn.data2semantics.org/resource/auteur/070576165;http://www.biografischportaal.nl/persoon/58847066;Match for year 1624
http://stcn.data2semantics.org/resource/auteur/070576904;http://www.biografischportaal.nl/persoon/52882525;Match for year 1615
http://stcn.data2semantics.org/resource/auteur/070576955;http://www.biografischportaal.nl/persoon/14865492;Match for year 1623
http://stcn.data2semantics.org/resource/auteur/070577226;http://www.biografischportaal.nl/persoon/84404072;Match for year 1683
http://stcn.data2semantics.org/resource/auteur/07058012X;http://www.biografischportaal.nl/persoon/90972475;Match for year 1764
http://stcn.data2semantics.org/resource/auteur/070581010;http://www.biografischportaal.nl/persoon/09092232;Match for year 1771
http://stcn.data2semantics.org/resource/auteur/070581436;http://www.biografischportaal.nl/persoon/92653330;Match for year 1770
http://stcn.data2semantics.org/resource/auteur/070581657;http://www.biografischportaal.nl/persoon/70427635;Match for year 1816
http://stcn.data2semantics.org/resource/auteur/070581797;http://www.biografischportaal.nl/persoon/68894507;Match for year 1749
http://stcn.data2semantics.org/resource/auteur/070582521;http://www.biografischportaal.nl/persoon/54284103;Match for year 1766
http://stcn.data2semantics.org/resource/auteur/070583196;http://www.biografischportaal.nl/persoon/19439799;Match for year 1570
http://stcn.data2semantics.org/resource/auteur/070592713;http://www.biografischportaal.nl/persoon/01392233;Match for year 1647
http://stcn.data2semantics.org/resource/auteur/070593515;http://www.biografischportaal.nl/persoon/44295459;Match for year 1750
http://stcn.data2semantics.org/resource/auteur/070597472;http://www.biografischportaal.nl/persoon/63250316;Match for year 1641
http://stcn.data2semantics.org/resource/auteur/070597758;http://www.biografischportaal.nl/persoon/24509267;Match for year 1647
http://stcn.data2semantics.org/resource/auteur/070598061;http://www.biografischportaal.nl/persoon/94652560;Match for year 1607
http://stcn.data2semantics.org/resource/auteur/070598290;http://www.biografischportaal.nl/persoon/76514582;Match for year 1643
http://stcn.data2semantics.org/resource/auteur/070598436;http://www.biografischportaal.nl/persoon/45039411;Match for year 1708
http://stcn.data2semantics.org/resource/auteur/070598606;http://www.biografischportaal.nl/persoon/96748260;Match for year 1829
http://stcn.data2semantics.org/resource/auteur/070605254;http://www.biografischportaal.nl/persoon/55102166;Match for year 1750
http://stcn.data2semantics.org/resource/auteur/070605432;http://www.biografischportaal.nl/persoon/38995551;Match for year 1692
http://stcn.data2semantics.org/resource/auteur/070605483;http://www.biografischportaal.nl/persoon/41207971;Match for year 1724
http://stcn.data2semantics.org/resource/auteur/070608946;http://www.biografischportaal.nl/persoon/31878210;Match for year 1740
http://stcn.data2semantics.org/resource/auteur/070610789;http://www.biografischportaal.nl/persoon/94927277;Match for year 1636
http://stcn.data2semantics.org/resource/auteur/070611971;http://www.biografischportaal.nl/persoon/57081768;Match for year 1532
http://stcn.data2semantics.org/resource/auteur/070612412;http://www.biografischportaal.nl/persoon/45480668;Match for year 1673
http://stcn.data2semantics.org/resource/auteur/070612854;http://www.biografischportaal.nl/persoon/24849027;Match for year 1747
http://stcn.data2semantics.org/resource/auteur/070615942;http://www.biografischportaal.nl/persoon/49293120;Match for year 1632
http://stcn.data2semantics.org/resource/auteur/070616450;http://www.biografischportaal.nl/persoon/72972890;Match for year 1697
http://stcn.data2semantics.org/resource/auteur/07061749X;http://www.biografischportaal.nl/persoon/60734591;Match for year 1737
http://stcn.data2semantics.org/resource/auteur/070636303;http://www.biografischportaal.nl/persoon/06115873;Match for year 1651
http://stcn.data2semantics.org/resource/auteur/070636397;http://www.biografischportaal.nl/persoon/42373399;Match for year 1612
http://stcn.data2semantics.org/resource/auteur/070636877;http://www.biografischportaal.nl/persoon/15324925;Match for year 1629
http://stcn.data2semantics.org/resource/auteur/070642508;http://www.biografischportaal.nl/persoon/22462789;Match for year 1531
http://stcn.data2semantics.org/resource/auteur/070644071;http://www.biografischportaal.nl/persoon/67870258;Match for year 1814
http://stcn.data2semantics.org/resource/auteur/070645728;http://www.biografischportaal.nl/persoon/30637656;Match for year 1760
http://stcn.data2semantics.org/resource/auteur/070647895;http://www.biografischportaal.nl/persoon/08113306;Match for year 1606
http://stcn.data2semantics.org/resource/auteur/070647917;http://www.biografischportaal.nl/persoon/97244510;Match for year 1613
http://stcn.data2semantics.org/resource/auteur/070648131;http://www.biografischportaal.nl/persoon/01340985;Match for year 1617
http://stcn.data2semantics.org/resource/auteur/070651124;http://www.biografischportaal.nl/persoon/96768515;Match for year 1776
http://stcn.data2semantics.org/resource/auteur/070654263;http://www.biografischportaal.nl/persoon/20486315;Match for year 1690
http://stcn.data2semantics.org/resource/auteur/070654298;http://www.biografischportaal.nl/persoon/17520041;Match for year 1614
http://stcn.data2semantics.org/resource/auteur/07065512X;http://www.biografischportaal.nl/persoon/04025220;Match for year 1748
http://stcn.data2semantics.org/resource/auteur/070658196;http://www.biografischportaal.nl/persoon/21682212;Match for year 1546
http://stcn.data2semantics.org/resource/auteur/070661324;http://www.biografischportaal.nl/persoon/14313538;Match for year 1505
http://stcn.data2semantics.org/resource/auteur/070666415;http://www.biografischportaal.nl/persoon/47546731;Match for year 1763
http://stcn.data2semantics.org/resource/auteur/07066756X;http://www.biografischportaal.nl/persoon/26754661;Match for year 1690
http://stcn.data2semantics.org/resource/auteur/070668728;http://www.biografischportaal.nl/persoon/15170154;Match for year 1748
http://stcn.data2semantics.org/resource/auteur/070672008;http://www.biografischportaal.nl/persoon/21748343;Match for year 1755
http://stcn.data2semantics.org/resource/auteur/070672563;http://www.biografischportaal.nl/persoon/01958624;Match for year 1618
http://stcn.data2semantics.org/resource/auteur/070674876;http://www.biografischportaal.nl/persoon/30000601;Match for year 1633
http://stcn.data2semantics.org/resource/auteur/070675058;http://www.biografischportaal.nl/persoon/28690508;Match for year 1643
http://stcn.data2semantics.org/resource/auteur/070681961;http://www.biografischportaal.nl/persoon/19400484;Match for year 1745
http://stcn.data2semantics.org/resource/auteur/07068622X;http://www.biografischportaal.nl/persoon/30520210;Match for year 1772
http://stcn.data2semantics.org/resource/auteur/070686246;http://www.biografischportaal.nl/persoon/01393070;Match for year 1836
http://stcn.data2semantics.org/resource/auteur/070686270;http://www.biografischportaal.nl/persoon/53124538;Match for year 1754
http://stcn.data2semantics.org/resource/auteur/070690952;http://www.biografischportaal.nl/persoon/36535152;Match for year 1652
http://stcn.data2semantics.org/resource/auteur/070691657;http://www.biografischportaal.nl/persoon/77923304;Match for year 1617
http://stcn.data2semantics.org/resource/auteur/07069933X;http://www.biografischportaal.nl/persoon/96391369;Match for year 1599
http://stcn.data2semantics.org/resource/auteur/070700796;http://www.biografischportaal.nl/persoon/68399149;Match for year 1611
http://stcn.data2semantics.org/resource/auteur/070702861;http://www.biografischportaal.nl/persoon/11624440;Match for year 1742
http://stcn.data2semantics.org/resource/auteur/070702993;http://www.biografischportaal.nl/persoon/92334517;Match for year 1758
http://stcn.data2semantics.org/resource/auteur/070703582;http://www.biografischportaal.nl/persoon/98678201;Match for year 1661
http://stcn.data2semantics.org/resource/auteur/07070399X;http://www.biografischportaal.nl/persoon/91634825;Match for year 1653
http://stcn.data2semantics.org/resource/auteur/07070399X;http://www.biografischportaal.nl/persoon/31578693;Match for year 1653
http://stcn.data2semantics.org/resource/auteur/070704937;http://www.biografischportaal.nl/persoon/07606985;Match for year 1596
http://stcn.data2semantics.org/resource/auteur/07070550X;http://www.biografischportaal.nl/persoon/52898808;Match for year 1564
http://stcn.data2semantics.org/resource/auteur/070706832;http://www.biografischportaal.nl/persoon/90732507;Match for year 1596
http://stcn.data2semantics.org/resource/auteur/070706905;http://www.biografischportaal.nl/persoon/53267534;Match for year 1625
http://stcn.data2semantics.org/resource/auteur/070706964;http://www.biografischportaal.nl/persoon/25556192;Match for year 1684
http://stcn.data2semantics.org/resource/auteur/070707014;http://www.biografischportaal.nl/persoon/94552212;Match for year 1641
http://stcn.data2semantics.org/resource/auteur/070707693;http://www.biografischportaal.nl/persoon/52965607;Match for year 1643
http://stcn.data2semantics.org/resource/auteur/070708533;http://www.biografischportaal.nl/persoon/66201039;Match for year 1781
http://stcn.data2semantics.org/resource/auteur/070708797;http://www.biografischportaal.nl/persoon/04670932;Match for year 1714
http://stcn.data2semantics.org/resource/auteur/070708797;http://www.biografischportaal.nl/persoon/39293385;Match for year 1714
http://stcn.data2semantics.org/resource/auteur/070708851;http://www.biografischportaal.nl/persoon/83251781;Match for year 1729
http://stcn.data2semantics.org/resource/auteur/070708991;http://www.biografischportaal.nl/persoon/02000695;Match for year 1762
http://stcn.data2semantics.org/resource/auteur/070713642;http://www.biografischportaal.nl/persoon/84946148;Match for year 1485
http://stcn.data2semantics.org/resource/auteur/070714371;http://www.biografischportaal.nl/persoon/60607559;Match for year 1742
http://stcn.data2semantics.org/resource/auteur/070717834;http://www.biografischportaal.nl/persoon/04780328;Match for year 1663
http://stcn.data2semantics.org/resource/auteur/070721505;http://www.biografischportaal.nl/persoon/38469328;Match for year 1736
http://stcn.data2semantics.org/resource/auteur/070722501;http://www.biografischportaal.nl/persoon/65456660;Match for year 1655
http://stcn.data2semantics.org/resource/auteur/070722501;http://www.biografischportaal.nl/persoon/40893958;Match for year 1655
http://stcn.data2semantics.org/resource/auteur/07072427X;http://www.biografischportaal.nl/persoon/52805741;Match for year 1709
http://stcn.data2semantics.org/resource/auteur/070726116;http://www.biografischportaal.nl/persoon/14253169;Match for year 1645
http://stcn.data2semantics.org/resource/auteur/070726337;http://www.biografischportaal.nl/persoon/67565443;Match for year 1642
http://stcn.data2semantics.org/resource/auteur/070730644;http://www.biografischportaal.nl/persoon/62081107;Match for year 1652
http://stcn.data2semantics.org/resource/auteur/070732191;http://www.biografischportaal.nl/persoon/41540354;Match for year 1636
http://stcn.data2semantics.org/resource/auteur/07074226X;http://www.biografischportaal.nl/persoon/54348985;Match for year 1757
http://stcn.data2semantics.org/resource/auteur/070742375;http://www.biografischportaal.nl/persoon/78987620;Match for year 1760
http://stcn.data2semantics.org/resource/auteur/070744750;http://www.biografischportaal.nl/persoon/50773114;Match for year 1601
http://stcn.data2semantics.org/resource/auteur/070748349;http://www.biografischportaal.nl/persoon/83202326;Match for year 1700
http://stcn.data2semantics.org/resource/auteur/070760969;http://www.biografischportaal.nl/persoon/47120673;Match for year 1668
http://stcn.data2semantics.org/resource/auteur/070760985;http://www.biografischportaal.nl/persoon/85831915;Match for year 1595
http://stcn.data2semantics.org/resource/auteur/070761191;http://www.biografischportaal.nl/persoon/46529425;Match for year 1645
http://stcn.data2semantics.org/resource/auteur/070761795;http://www.biografischportaal.nl/persoon/39841436;Match for year 1629
http://stcn.data2semantics.org/resource/auteur/07076493X;http://www.biografischportaal.nl/persoon/59549989;Match for year 1748
http://stcn.data2semantics.org/resource/auteur/070768498;http://www.biografischportaal.nl/persoon/47742865;Match for year 1608
http://stcn.data2semantics.org/resource/auteur/070770220;http://www.biografischportaal.nl/persoon/06808332;Match for year 1648
http://stcn.data2semantics.org/resource/auteur/070770662;http://www.biografischportaal.nl/persoon/16950595;Match for year 1617
http://stcn.data2semantics.org/resource/auteur/070776326;http://www.biografischportaal.nl/persoon/88538984;Match for year 1747
http://stcn.data2semantics.org/resource/auteur/070784647;http://www.biografischportaal.nl/persoon/86970198;Match for year 1745
http://stcn.data2semantics.org/resource/auteur/070787026;http://www.biografischportaal.nl/persoon/33256475;Match for year 1607
http://stcn.data2semantics.org/resource/auteur/070791775;http://www.biografischportaal.nl/persoon/57751935;Match for year 1613
http://stcn.data2semantics.org/resource/auteur/070795800;http://www.biografischportaal.nl/persoon/97336761;Match for year 1692
http://stcn.data2semantics.org/resource/auteur/070795991;http://www.biografischportaal.nl/persoon/19863862;Match for year 1600
http://stcn.data2semantics.org/resource/auteur/07079703X;http://www.biografischportaal.nl/persoon/77658266;Match for year 1565
http://stcn.data2semantics.org/resource/auteur/070798648;http://www.biografischportaal.nl/persoon/47504718;Match for year 1757
http://stcn.data2semantics.org/resource/auteur/070802939;http://www.biografischportaal.nl/persoon/65559121;Match for year 1634
http://stcn.data2semantics.org/resource/auteur/070813353;http://www.biografischportaal.nl/persoon/67524941;Match for year 1762
http://stcn.data2semantics.org/resource/auteur/070814031;http://www.biografischportaal.nl/persoon/15226749;Match for year 1604
http://stcn.data2semantics.org/resource/auteur/070820368;http://www.biografischportaal.nl/persoon/47264285;Match for year 1615
http://stcn.data2semantics.org/resource/auteur/070824312;http://www.biografischportaal.nl/persoon/51294328;Match for year 1643
http://stcn.data2semantics.org/resource/auteur/070824711;http://www.biografischportaal.nl/persoon/11748309;Match for year 1753
http://stcn.data2semantics.org/resource/auteur/070832927;http://www.biografischportaal.nl/persoon/28847323;Match for year 1775
http://stcn.data2semantics.org/resource/auteur/07083346X;http://www.biografischportaal.nl/persoon/94169622;Match for year 1636
http://stcn.data2semantics.org/resource/auteur/070836841;http://www.biografischportaal.nl/persoon/19916318;Match for year 1618
http://stcn.data2semantics.org/resource/auteur/070837120;http://www.biografischportaal.nl/persoon/82257994;Match for year 1756
http://stcn.data2semantics.org/resource/auteur/070837155;http://www.biografischportaal.nl/persoon/02062316;Match for year 1475
http://stcn.data2semantics.org/resource/auteur/070838399;http://www.biografischportaal.nl/persoon/44379069;Match for year 1559
http://stcn.data2semantics.org/resource/auteur/070838429;http://www.biografischportaal.nl/persoon/06828935;Match for year 1610
http://stcn.data2semantics.org/resource/auteur/070838445;http://www.biografischportaal.nl/persoon/03060726;Match for year 1585
http://stcn.data2semantics.org/resource/auteur/07083850X;http://www.biografischportaal.nl/persoon/86471335;Match for year 1667
http://stcn.data2semantics.org/resource/auteur/070838712;http://www.biografischportaal.nl/persoon/14628379;Match for year 1591
http://stcn.data2semantics.org/resource/auteur/070841896;http://www.biografischportaal.nl/persoon/40000469;Match for year 1569
http://stcn.data2semantics.org/resource/auteur/070843422;http://www.biografischportaal.nl/persoon/06388075;Match for year 1762
http://stcn.data2semantics.org/resource/auteur/070843694;http://www.biografischportaal.nl/persoon/33785412;Match for year 1758
http://stcn.data2semantics.org/resource/auteur/070848122;http://www.biografischportaal.nl/persoon/94464459;Match for year 1744
http://stcn.data2semantics.org/resource/auteur/070863660;http://www.biografischportaal.nl/persoon/24991093;Match for year 1651
http://stcn.data2semantics.org/resource/auteur/070868263;http://www.biografischportaal.nl/persoon/42849787;Match for year 1608
http://stcn.data2semantics.org/resource/auteur/070873984;http://www.biografischportaal.nl/persoon/46873810;Match for year 1767
http://stcn.data2semantics.org/resource/auteur/070874050;http://www.biografischportaal.nl/persoon/01745129;Match for year 1808
http://stcn.data2semantics.org/resource/auteur/070879311;http://www.biografischportaal.nl/persoon/21240584;Match for year 1577
http://stcn.data2semantics.org/resource/auteur/070879982;http://www.biografischportaal.nl/persoon/27218996;Match for year 1758
http://stcn.data2semantics.org/resource/auteur/070881049;http://www.biografischportaal.nl/persoon/24170532;Match for year 1719
http://stcn.data2semantics.org/resource/auteur/070887810;http://www.biografischportaal.nl/persoon/36024168;Match for year 1830
http://stcn.data2semantics.org/resource/auteur/070887810;http://www.biografischportaal.nl/persoon/42813926;Match for year 1742
http://stcn.data2semantics.org/resource/auteur/070887985;http://www.biografischportaal.nl/persoon/15644351;Match for year 1757
http://stcn.data2semantics.org/resource/auteur/070892210;http://www.biografischportaal.nl/persoon/13593102;Match for year 1759
http://stcn.data2semantics.org/resource/auteur/070902569;http://www.biografischportaal.nl/persoon/21477845;Match for year 1856
http://stcn.data2semantics.org/resource/auteur/070916055;http://www.biografischportaal.nl/persoon/55236845;Match for year 1367
http://stcn.data2semantics.org/resource/auteur/070935297;http://www.biografischportaal.nl/persoon/78972937;Match for year 1768
http://stcn.data2semantics.org/resource/auteur/07094072X;http://www.biografischportaal.nl/persoon/09254607;Match for year 1819
http://stcn.data2semantics.org/resource/auteur/070941963;http://www.biografischportaal.nl/persoon/83371036;Match for year 1743
http://stcn.data2semantics.org/resource/auteur/070949336;http://www.biografischportaal.nl/persoon/13277903;Match for year 1754
